id,name,description,menus_appeared,times_appeared,first_appeared,last_appeared,lowest_price,highest_price
452151,"TAVERNE ROSE PINK, BRUT",,1,1,0,0,0,0.0
116614,FLANNEL CAKES WITH GENUINE MAPLE SYRUP,,1,1,1899,1899,0,0.0
37410,KALBFLEISCH FRICASSEE,,1,1,1901,1901,0,0.0
446024,"BAKED SAGO PUDDING, LEMON CREAM SAUCE",,1,1,1917,1917,0.15,0.15
138395,ROAST BEEF CALIENTE (SANDWICH),,1,1,0,0,22,22.0
439311,COLD FERRIS HAM,,1,1,1905,1905,,
469818,SCRAMBLED EGGS WITH TRUFFLES,,1,1,1912,1912,1,1.0
339165,BANANA ROYAL PARFAIT,,1,1,1937,1937,0,0.0
256276,TOMME DE SAVOIE CHEESE,,2,2,1959,1963,0,0.0
407548,KAFFEE,,2,2,0,0,0,0.0
422736,"BROILED SWEETBREADS, GREEN PEAS",,1,1,1915,1915,0.6,0.6
286986,ASSORTMENT OF RELISHES,,1,1,1963,1963,0,0.0
361105,STUFFED TOMATO 40,,4,4,1933,1933,0,0.0
173991,RAVIOLO WITH CRABMEAT,,1,1,0,0,0,0.0
314556,POTATOES OR POT CHEESE WITH SOUR CREAM,,1,1,1948,1948,0.95,0.95
452805,"FROGS' LEGS, AMERICAN STYLE",,2,2,0,0,0,0.0
406726,"BROILED BREADED CHICKEN, DEVILED",,1,1,1917,1917,1.5,1.5
486064,TOMATOES OR CUCUMBERS AND LETTUCE,,1,1,1913,1913,0.15,0.15
321858,"PRIME FILET MIGNON, WITH FRENCH FRIED POTATOES AND SALAD",,1,1,1972,1972,9.25,9.25
391112,"LONDON BROIL ON TOAST, TOMATO SAUCE",,1,1,1918,1918,,
137844,FISH MEUNIERE,,1,1,1968,1968,0,0.0
460870,BROILED SMALL STEAK WITH POTATOES,,1,1,0,0,0,0.0
386181,WHITE ROCK MINERAL WATER,,20,20,1912,1918,0.15,0.5
299974,"AUFSCHNITTPLATTE, BUTTER UND BROT",,1,1,1955,1955,0,0.0
96788,SMALL PATTIES A LA ROYALE,,1,1,1894,1894,0,0.0
8866,SARSAPARILLA IMPORTED,,2,2,1901,1901,0.25,0.25
29876,"CANVAS BACK DUCK, WITH FRIED HOMINY",,1,1,1900,1900,0,0.0
70222,CAFE PUDDING,,1,1,1907,1907,0.25,0.25
199170,ROASTBEEF TRIANON,,1,1,1910,1910,0,0.0
329018,FRIED (3) OYSTERS,,1,1,1940,1940,0.25,0.25
412495,FRIED CODFISH CAKES TOMATOE SCE,,1,1,1917,1917,0.25,0.25
15868,"BREAST OF LAMB, JARDINIERE",,3,3,1893,1900,0,0.0
386017,FRIED OR GRILLED SWEETS POTATOES,,4,4,1918,1918,0.25,0.25
427065,4- MT POCONO BROOK TROUT -FISHERMAN STYLE CRISPY JULIENNE POTATOES CREAMY COLE SLAW,,1,0,1959,1959,3,3.0
13018,TOAST AU LAIT,,4,4,1900,1906,0.2,0.25
70553,"OLD GOLDEN, GONZALES, BYASS & CO",,1,1,1900,1900,0.75,1.5
455190,"CORN FRITTERS, SPAGHETTI WITH CHEESE, NEW CAULIFLOWER, SWEET POTATO",,1,1,0,0,0,0.0
25445,BERNCASTELER DOCTOR,,27,30,1893,1969,0,14.0
235066,BORSCHT KOOP,,1,1,1969,1969,1.3,1.3
215582,COLD: PICKLED PORK,,1,1,1901,1901,0,0.0
132793,CREPE SUZETTE,,15,22,1931,1962,0,2.25
158772,"PINOT GRIGIO, SANTA MARGHERITA",,2,2,1984,2012,8.95,12.5
497982,SAINT-MARCEAUX VERY DRY,,1,1,1913,1913,0,0.0
24641,"POTATOES, SAUTEES OR STEWED",,2,2,1900,1901,0.1,0.15
99613,GENUINE GRUYERE CREAM CHEESE,,2,2,1900,1900,0.35,0.35
58304,SHRIMP RICE CURRY,,1,1,1900,1900,0,0.0
218219,ARTICHOKES OLIVE OIL,,1,1,1973,1973,0,0.0
276746,"SCHWEINSKOTELETTE VOM GRILL, POMMES FRITES UND TOMATENSALAT",,1,1,1959,1959,0,0.0
418808,CAFE FRAPPE AU KIRSCHE,,1,1,1918,1918,0.35,0.35
253651,"WALDORF SALAD, GARNI",,1,1,1987,1987,0,0.0
406024,TURKEY CROQUETTES AND CREAM SAUCE,,1,1,1917,1917,0.2,0.2
486757,"TENDERLOIN STEAK, WITH TRUFFLES",,1,1,1913,1913,2,2.0
442863,"ANHEUSER BUSH, BUDWEISER",,1,1,1914,1914,0.2,0.2
142807,ESCALOPINE OF VEAL AU MARSALA,,2,2,1955,1961,0,0.0
147942,BAKED-STUFFED MT TROUT FROM THE COLD GLACIER WATERS OF COLORADO,,1,1,1969,1969,3.75,3.75
311980,BEEF TAMALE,,3,3,1937,1948,0.3,0.5
110739,POMMES PERSILLADES,,1,1,1890,1890,0,0.0
276837,BLUEFORT CHEESE AND CRACKERS,,1,1,1954,1954,0,0.0
206406,OYSTERS: CREAM BROIL,,2,2,1901,1907,0.5,0.5
316424,SLICED CALAVO AVOCADO CRAB OR SHRIMP SALAD,,1,1,1948,1948,1.75,1.75
56547,"CIGARS, MANUEL GARCIA, INVENCIBLE",,2,2,1901,1901,0.3,6.5
507407,"REUBEN'S SPECIAL TURKEY, ROAST VIRGINIA HAM, SWISS CHEESE, COLE SLAW, RUSSIAN DRESSING",,0,0,0,0,0,0.0
341848,SLICE ROAST,,1,1,1935,1935,0,0.0
283031,"BROILED CALF'S LIVER WITH BACON OR ONIONS, MASHED POTATOES",,1,1,1954,1954,0,0.0
51543,"ICE CREAM AND ICES, COFFEE",,1,1,1900,1900,0.2,0.2
51629,SHREDDED WHEAT BISCUIT WITH CREAM,,11,11,1900,1943,0,0.0
409469,BACON WITH EGGS,,1,1,1939,1939,,
293116,"FUSILLI, FUNGHI SALSA",,1,1,1963,1963,0,0.0
294579,OATMEAL WITH HALF AND HALF CREAM,,1,1,1953,1953,0,0.0
118554,SCHOLLE AUF MULLER ART,,1,1,1906,1906,0,0.0
494938,ŒUFS CARLTON,,1,1,1961,1961,,
197869,"SALAD, BRAZILIENNE",,1,1,1907,1907,0.5,0.5
380772,"CRAB GUMBO, CREOLE",,3,3,1914,1916,0.15,0.3
269127,ROAST BEEF MUSHROOM SAUCE FRENCH FRIED POTATOES,,1,1,1900,1900,0,0.0
158616,"SAUMON GRILLE, BEURRE MAITRE D'HOTEL",,1,1,0,0,0,0.0
339716,YORKSHIRE HAM STEAK,,1,1,1937,1937,0,0.0
165665,"HØNSEKOD, ASPARGES, CHAMPIGNONS, AGURK I MAYONNAISE",,1,1,0,0,0,0.0
88324,"ASPARAGUS, TIPS IN CREAM",,1,1,1906,1906,0.4,0.4
466861,BAKED OYSTERS IN SHELL,,1,1,1917,1917,0.5,0.5
310385,"SLOE GIN FIZZ, IMP",,1,1,1947,1947,0.75,0.75
317235,GARVEY'S,,1,1,1948,1948,0.75,0.75
252881,GRILLED FRESH CALF LIVER WITH BACON,,1,1,1957,1957,0,0.0
436282,MOET CHANDON FRAPPE,,1,1,1888,1888,,
99201,"SHERRY, DUFF, GORDON & CO",,1,1,1905,1905,0.75,1.5
195279,NEW-LAID EGGS,,7,7,1910,1910,0,0.0
196100,"LEG OF PORK, BEAN SALAD",,1,1,1910,1910,0,0.0
113553,COLD CAPON WITH SMITHFIELD HAM,,1,1,1905,1905,0,0.0
498274,POMMES SAUTÉES,,1,1,1913,1913,0.5,0.5
458876,"CH DILLON, N JOHNSTON",,1,1,0,0,0,0.0
282334,"BEEF PEPPER STEAK SERVED WITH VEGETABLE, SALAD, ROLL, AND CHOICE OF POTATO OR RICE",,1,1,1988,1988,3.75,3.75
102360,DAWSON'S,,1,1,1900,1900,1.5,1.5
307203,ROLET ROAST A LA CRIOLLA,,1,1,1944,1944,0.7,0.7
347572,"MARTINI COCKTAIL - GINE, FRENCH VERMOUTH, OLIVE",,1,1,1950,1950,0,0.0
451690,MONDAINE,,2,1,1914,1914,0.5,0.5
392843,"OYSTERS HALF SHELL, CAPE CODS",,2,2,1917,1918,0.3,0.3
317897,SANTA CLARA CABERNET,,1,1,1949,1949,0,0.0
443029,NEW POTATOES WOTH PARSLEY,,1,1,1916,1916,,
118531,TIMBALES DE FOIE-GRAS A LA PERIGORD,,1,1,1901,1901,0,0.0
44093,GREER'S SCTOCH WHISKEY,,1,1,1900,1900,1.5,1.5
358124,AYALA BRUT CHAMPAGNE,,1,1,1906,1906,0,0.0
109002,SARDINES AND EGGS,,1,1,1907,1907,0.3,0.3
200267,BRAISED LEG OF MUTTON,,2,2,1910,1910,0,0.0
342575,"COFFEE, PER POT OR CUP",,1,1,1901,1901,0,0.0
139437,FRECCIAROSSA,,5,5,1939,1958,0,5.0
489930,"OLD SEAL BRANDY, PONY",,1,1,1913,1913,5,25.0
1821,EXTRA FILET STEAK,,2,2,1900,1900,1,1.0
93212,"TRIPE IN CREAM WITH ONIONS, SHANLEY",,1,1,1900,1900,0.5,0.5
77130,FILETS DE BASSE RAYEE CARDINAL,,1,1,1906,1906,1,1.0
27792,MUTTON CHOPS [SPECIAL],,1,1,1900,1900,0.4,0.4
83230,VERMOUTH NOILLY PRAT OU TURIN,,1,1,1900,1900,0,0.0
133584,SELECTED DELICACIES FROM VARIOUS COUNTRIES,,1,1,1969,1969,0,0.0
335783,MILK PUNCH WITH EGG MIXED DRINK,,1,1,1941,1941,0,0.0
281411,"2 EGGS, ANY STYLE, SERVED WITH HASHBROWNS & HOT BUTTERED TOAST",,1,1,1988,1988,2.5,2.5
84787,HOT CORN MEAL MUSH AND MILK,,1,1,1899,1899,0,0.0
426958,"YOKAN, SWEET JAPANESE CONFECTIONS",,1,1,1985,1985,2.5,2.5
89407,"GREEN TURTLE, AUX COGNAC",,1,1,1899,1899,0,0.0
9474,"PLANKED BLUEFISH, MAITRE D'HOTEL",,3,3,1900,1901,,
240527,GRAPE FRUIT YOGHURT-MISCHGETRANKE,,1,1,1958,1958,0,0.0
176270,POMMES DE TERRE BRABANT,,2,2,1967,1969,0.8,0.8
149858,"ATLANTIC SWORDFISH STEAK CENTER CUT, CORIANDER BUTTER SAUCE",,1,1,1987,1987,17,17.0
232381,CHATEAU COULET 1961,,1,1,1967,1967,0,0.0
222074,"CHICKEN SAUTE CHASSEUR, WHITE WINE SAUCE, PARSLTY POTATO AND GREEN PEAS",,1,1,1966,1966,2.5,2.5
493727,"COUNTRY SAUSAGES, FRIED BANANAS",,0,0,0,0,0,0.0
474767,CANNETON GRILLE,,1,1,1912,1912,1.5,3.0
199800,GALANTINE DE VOLAILLE EN BELLE-VUE,,1,1,1910,1910,0,0.0
342720,NOISETTES DE PRE-SALE ARAGO,,1,1,1935,1935,0,0.0
307106,KEY WEST TURTLE SOUP,,3,3,1944,1948,0,0.0
456489,"EGGS, SCRAMBLED WITH TOMATO",,2,2,0,0,0,0.0
7250,"RENAULT BRANDY, 50 YEARS OLD",,5,5,1900,1900,6,6.0
146030,"TOURNEDOS, SCE, BEARNAISE",,1,1,0,0,0,0.0
176321,"VERMOUTH, FRANZ",,1,1,0,0,0,0.0
204426,KLONDIKE SORBET,,1,1,1910,1910,0,0.0
185351,BANANA CREAM PIE,,25,28,1939,1989,0.15,2.75
491518,SALADE DE BETTERAVE,,1,1,1962,1962,0,0.0
238136,GEM EIS MIT SAHNE,,2,2,1955,1958,0,0.0
368872,FINE CALIFORNIA WINE,,1,1,1948,1948,0,0.0
149809,"BRAUNES WURZFLIESCH MIT SPIEGELEI, SALZKARTOFFELN",,1,1,1958,1958,0,0.0
99653,FROGS' LEGS AND CHIVES,,1,1,1906,1906,1.25,1.25
108641,"MOSELBLUEMCHEN, SAARBACH & CO",,1,1,1900,1900,2,2.0
138730,SUNOMONO,,1,1,0,0,0.85,0.85
346186,EISBEIN MIT ERBSENBREI UND SAUERKOHL,,1,1,1935,1935,0,0.0
401018,"COLD LOBSTER, MAYONNAISE SAUCE, HALF",,1,1,1917,1917,0.8,0.8
246603,"MATJESFILET IN SAHNE MIT APFEL, ZWIEBEL, BUTTER UND KARTOFFELN",,1,1,1957,1957,0,0.0
337707,HOT WAGON SERVICE,,1,1,1937,1937,0,0.0
19565,BANANES A L'AIGRE-DOUX,,3,3,1906,1907,0.3,0.3
155223,KALBLEBERKUCHEN IN KREBSSAUCE MIT KALIFORNISCHEM SPARGEL,,1,1,0,0,0,0.0
261894,BEEF BOURGUIGNONNE - CUBES OF BEEF PREPARED WITH ONIONS AND BURGUNDY WINE,,1,1,1977,1977,0,0.0
438853,ALLEN'S WILD CAT,,1,1,1914,1914,,
78287,ROAST LEG OF MUTTON CURRANT JELLY,,3,3,1900,1917,0.35,0.35
453450,CALF'S FOOT À LA WINDSOR,,2,2,1900,1900,0.25,0.4
115684,FILET OF SOLE FRIED OR VIN BLANC,,1,1,1905,1905,0.6,0.6
49103,BOILED SMOKED OX-TONGUE,,1,1,1900,1900,0,0.0
6683,CUT ORANGES,,4,4,1900,1900,0,0.0
66536,TIMBALES DE RIZ A LA MILANAISE,,1,1,1885,1885,0,0.0
476414,FRENCH VANILLA [ICE CREAM] IN GLASS,,3,3,1918,1918,0.25,0.25
486047,"COUNTRY SAUSAGES, FRIED EGG AND BROILED BACON",,1,1,1913,1913,0.3,0.3
215727,PERSKE EN ROOMYS,,1,1,1973,1973,0,0.0
443452,PERRIER,,3,3,1914,1933,0.15,0.6
97922,SWEETBREAD WITH SPINACH,,1,1,1884,1884,0.8,0.8
353150,ASSORTIMENTS DE FRIANDISES,,1,1,1932,1932,0,0.0
392186,FRESH CORN WITH PAPRIKA,,6,6,1917,1917,0.3,0.3
355311,BISCUIT GLACE MCALPIN,,2,2,1933,1933,0,0.0
20365,"THEE, KAFFEE, HAFERCACAO",,1,1,1900,1900,0,0.0
184225,BREAD AND BUTTER: WHITE,,2,2,1938,1938,0.15,0.15
509112,BORDEAUX ROUGE: SAUTERNES CLOS MERCIER 1966,,1,1,1971,1971,0,0.0
344502,MACEDOINE DE FRUITS AU MARASQUIN,,1,1,1935,1935,0,0.0
430901,"CANADIAN CLUB WHISKEY, GLASS, BOT",,1,1,1914,1914,0.15,1.5
314543,"BROILED PORK CHOPS, APPLE SAUCE, VEGETABLE, POTATO",,1,1,1948,1948,1.75,1.75
89220,KALBS-ROULADE,,1,1,1901,1901,0,0.0
476757,"LOBSTER SALAD, CHICKEN",,1,1,1943,1943,1.5,1.5
384488,LARDED SIRLOIN OF BEEF,,1,1,1918,1918,,
455520,CREAM FRESH TOMATOES SOUP WITH TAPIOCA,,1,1,0,0,0,0.0
297102,"FRESH FRUIT SALAD, COUNTRY COTTAGE CHEESE, SOUR CREAM SALAD DRESSING",,1,1,1955,1955,1.95,1.95
150496,VEAL FILLETS WITH FRESH GRAPES IN MUSHROOM AND CREAM SAUCE (VITELLO 'WHITE ELEPHANT'),,1,1,1972,1972,0,0.0
71459,L ROEDERER BRUT,,2,2,1905,1905,2,4.0
397136,POUSSIN,,1,1,1917,1917,1.6,1.6
170007,FOIE DE CANARD FRAIS AUX RAISINS,,1,1,1970,1970,0,0.0
1037,CAVIAR ON TOAST,,135,138,1890,1940,0,35.0
512068,GEFÜLLTES MELONENSCHIFFCHEN MIT SHRIMPS UND KÄSEWÜRFELN,,1,1,0,0,0,0.0
10679,"BAKED FRESH MACKEREL, CREOLE",,3,3,1900,1901,0.25,0.6
96287,BOWL OF COLD RICE AND MILK,,1,1,1900,1900,0.1,0.1
475835,SLICED LONDON BROIL AU JUS,,1,1,1998,1998,11.99,11.99
122628,HARPER WHISKEY,,1,1,1897,1897,0,0.0
311431,"FRESH SELECT FISH, DU JOUR",,4,4,1943,1946,0,0.0
189312,PEA PODS WITH WATER CHESNUTS AND PORK,,1,1,0,0,0,0.0
56190,AND COLD DISHES,,1,1,1901,1901,,
511737,"CHILD'S PLATE TACO, TOSTADA, OR TAMALE, WITH BEANS OR POSOLE, BEVERAGE 250",,1,0,1987,1987,2.5,2.5
172711,"KALBSSCHNITZEL MIT BRAUNEM KNOBLAUCH, TOMATENNUDELN UND SALAT - ESCALOPE DE VEAU GOUSSE D'AIL AVEC NOUILLES AUX HERBES ET SALADE - EXCALOPE OF VEAL WITH GARLIC, NOODLES WITH HERBS AND SALAD",,1,1,1987,1987,0,0.0
388844,"OXFORD CLUB, DRY",,4,4,1917,1918,0.3,2.5
291963,OX-TONGUE MIKADO,,1,1,1963,1963,0,0.0
203577,BAYERISCHE CREME,,1,1,1910,1910,0,0.0
217494,"SADDLE OF BABY LAMB SARDALAISE, JELLY OR MINT SAUCE",,1,1,1973,1973,0,0.0
183272,CHRISTMAS FRUIT CAKE,,5,5,1955,1963,0,0.0
349996,"VEAL CUTLET SMOTHERED WITH PAPRIKA, HUNGARIAN STYLE, SPATZELIS IN BROWN BUTTER",,1,1,1933,1933,1,1.0
117529,"ROAST FANCY CAPON, CELERY DRESSING, COMPOTE",,1,1,1907,1907,0,0.0
452933,SQUAB CASSEROLE,,1,1,0,0,0,0.0
465817,"FRIED FILET OF ENGLISH SOLE, SAUCE VERTE, JULIENNE POTATOES",,1,1,1917,1917,0.35,0.35
264903,SALADE MONEGASQUE,,1,1,1964,1964,0,0.0
407602,"ROAST SPRING LAMB, MINT SAUCE (READY)",,1,1,1917,1917,0.9,0.9
466530,SCOTCH HIGHBALLS,,1,1,1912,1912,0.15,0.15
369653,CONSUMME (LIQUIDE OR JELLY) OKRA,,1,1,1933,1933,0,0.0
280767,"FISH CAKES, WITH ONE FRIED EGG, AND COFFEE, TEA OR COCOA",,1,1,1900,1900,0.25,0.25
235215,"KARTOFFELN, GEBACKENE",,2,2,1929,1969,0,0.0
367188,"VOL AU VENT OF CHICKEN, FRESH STRING BEANS, STRAW POTATOES, CHOICE OF SALAD OR DESSERT, COFFEE OR TEA",,1,1,1933,1933,0,0.0
296930,COUPES: FAVORITE,,1,1,1955,1955,0.5,0.5
292734,"ORIG UNG GOULASCH, DILLGURKE, KOPFSALAT",,1,1,1958,1958,0,0.0
116691,OMELETTE WITH SAUSAGE,,1,1,1901,1901,0,0.0
445997,CREAM OF TOMATOES [SOUP],,1,1,1917,1917,0.25,0.25
189960,FRIED RICE WITH PORK,,2,2,0,0,3.95,3.95
492738,"EGG, TETRAZINI",,1,1,1913,1913,0.3,0.3
252193,"PINOT CHARDONNAY LES CHARMES, 1983",,1,1,1985,1985,0,0.0
103083,JULIENUE,,1,1,1900,1900,0.1,0.1
477034,POMMES DE TERRE PARISIENNES,,5,5,1913,1913,,
411430,AFRICAN ICE,,1,1,1917,1917,0.5,0.5
144665,SAUMON BOUILLI,,1,1,0,0,0,0.0
275445,CLARET ORANGEADE,,5,5,1944,1961,0.35,0.95
151584,BOURBON WHISKY FOUR ROSES 4 CL,,1,1,1966,1966,0,0.0
481361,"STUFFED TURKEY, CRANBERRY SAUCE",,1,1,0,0,0,0.0
184063,BAKED IN JACKET POTATO AND TOSSED GREEN GROCERS SALAD,,1,1,0,0,0,0.0
7722,"FRIED SCALLOPS, TOMATO SAUCE",,10,10,1900,1910,0.35,0.6
134389,HELDERE SCHILDPADSOEP,,1,1,0,0,0,0.0
311757,"UNJOINTED FRIED HALF SPRING CHICKEN ON TOAST, COUNTRY GRAVY",,1,1,1946,1946,0,0.0
311889,COLORADO SNOW WATER RAINBOW TROUT SAUTE MEUNIERE,,1,1,1946,1946,0,0.0
161514,JOHANNISBEERSAFT,,8,8,1955,1988,0,0.0
500911,"LAMB CHOP, CARDINALICE",,1,1,1913,1913,0.65,0.65
225620,GEBACKENE EIER AMERICAINE MIT GEGRILLTEM SPECK,,1,0,1965,1965,0,0.0
255653,MARYLAND SHAD ROE,,1,1,1962,1962,2.75,2.75
284948,"1952 ZELTINGER HIMMELREICH, SPATLESE, NATURREIN, WACHSTUM BERNHARD SCHEER, ORIGINALKELLERABZUG, KORKBRAND",,1,1,1954,1954,0,0.0
361694,"STEAMED CLAMS, DRAWN BUTTER, PICKLED CABBAGE, SALTINES, CLAM BROTH",,1,1,1941,1941,0,0.0
383035,"WEHLENER ROSENBERG, 1907, 1/2 BOTTLE, BOTTLE",,1,1,1916,1916,0.8,1.5
420546,FRESH MUSHROOMS SAUTE,,1,1,1918,1918,0.65,0.65
499315,BROILED OR FRIED GREEN BLUEFISH,,1,1,1913,1913,0.25,0.25
484160,OMELETTE KÖNIGIN-ART,,1,1,0,0,0,0.0
290401,TRENETTE WITH TOMATO SAUCE,,1,1,1963,1963,0,0.0
83430,FINNAN HADDIE OR STRIPED BASS,,1,1,1905,1905,0.5,0.5
160969,"SCHILDKROTENSUPPE ECHT, LACROIX",,1,1,0,0,0,0.0
154231,FIGUES MATIGNON,,1,1,0,0,0,0.0
336147,LE WATER MELON FRAPPE,,1,1,1937,1937,0,0.0
503063,"HALF COLD LOBSTER, SLICED TOMATOES",,1,1,1913,1913,0.4,0.4
306163,"LE COQ DE CHOIX A LA CREME ET AU FOIE GRAS, FLAMBE AU COGNAC",,1,1,1944,1944,4,4.0
341463,TESTA DI MORO,,1,1,1980,1980,0,0.0
501864,"CANARD MALLARD, ROTI,",,1,1,1916,1916,,
110488,HEPTOL SPLITS,,1,1,1907,1907,0.15,0.15
378372,WAX BEANS,,4,4,1915,1919,0.3,0.3
366530,"BOILED GASPE SALMON, SAUCE FLEURETTE",,1,1,1927,1927,0,0.0
445322,BACON AND EGGS (BEECHNUT),,17,17,1913,1914,0.25,0.35
355492,ROMAINE AND PINEAPPLE SALAD,,23,25,1912,1933,0.4,0.4
455025,CHERKINS,,1,0,0,0,0,0.0
453202,CREME DU NORD,,1,1,0,0,0,0.0
